idx,is_inclusive,premise,question,label
5441,1,Bertie is not serene or Thomas is careful. Bertie is serene.,Bertie is serene,1
5442,1,Bertie is not serene or Thomas is careful. Bertie is serene.,Bertie is not serene,0
5443,1,Bertie is not serene or Thomas is careful. Bertie is serene.,Thomas is careful,1
5444,1,Bertie is not serene or Thomas is careful. Bertie is serene.,Thomas is not careful,0
5445,0,Either Adelbert is caustic or Rena is not passive. Rena is not passive.,Adelbert is caustic,0
5446,0,Either Adelbert is caustic or Rena is not passive. Rena is not passive.,Adelbert is not caustic,1
5447,0,Either Adelbert is caustic or Rena is not passive. Rena is not passive.,Rena is passive,0
5448,0,Either Adelbert is caustic or Rena is not passive. Rena is not passive.,Rena is not passive,1
5449,0,Either Marcelle is not kind or Collin is not funny. Marcelle is kind.,Marcelle is kind,1
5450,0,Either Marcelle is not kind or Collin is not funny. Marcelle is kind.,Marcelle is not kind,0
5451,0,Either Marcelle is not kind or Collin is not funny. Marcelle is kind.,Collin is funny,0
5452,0,Either Marcelle is not kind or Collin is not funny. Marcelle is kind.,Collin is not funny,1
5453,1,Joe is not sedate or Abel is not emotional. Abel is emotional.,Joe is sedate,0
5454,1,Joe is not sedate or Abel is not emotional. Abel is emotional.,Joe is not sedate,1
5455,1,Joe is not sedate or Abel is not emotional. Abel is emotional.,Abel is emotional,1
5456,1,Joe is not sedate or Abel is not emotional. Abel is emotional.,Abel is not emotional,0
5457,0,Either Beryl is not agile or Ivy is joyous. Beryl is agile.,Beryl is agile,1
5458,0,Either Beryl is not agile or Ivy is joyous. Beryl is agile.,Beryl is not agile,0
5459,0,Either Beryl is not agile or Ivy is joyous. Beryl is agile.,Ivy is joyous,1
5460,0,Either Beryl is not agile or Ivy is joyous. Beryl is agile.,Ivy is not joyous,0
5461,1,Rodger is not tactless or Alexander is eager. Rodger is not tactless.,Rodger is tactless,0
5462,1,Rodger is not tactless or Alexander is eager. Rodger is not tactless.,Rodger is not tactless,1
5463,1,Rodger is not tactless or Alexander is eager. Rodger is not tactless.,Alexander is eager,1
5464,1,Rodger is not tactless or Alexander is eager. Rodger is not tactless.,Alexander is not eager,1
5465,1,Norbert is illogical or Isabel is abnormal. Norbert is illogical.,Norbert is illogical,1
5466,1,Norbert is illogical or Isabel is abnormal. Norbert is illogical.,Norbert is not illogical,0
5467,1,Norbert is illogical or Isabel is abnormal. Norbert is illogical.,Isabel is abnormal,1
5468,1,Norbert is illogical or Isabel is abnormal. Norbert is illogical.,Isabel is not abnormal,1
5469,1,Max is stoic or Enid is staid. Enid is not staid.,Max is stoic,1
5470,1,Max is stoic or Enid is staid. Enid is not staid.,Max is not stoic,0
5471,1,Max is stoic or Enid is staid. Enid is not staid.,Enid is staid,0
5472,1,Max is stoic or Enid is staid. Enid is not staid.,Enid is not staid,1
5473,0,Either Javier is sincere or Tonda is sweet. Javier is not sincere.,Javier is sincere,0
5474,0,Either Javier is sincere or Tonda is sweet. Javier is not sincere.,Javier is not sincere,1
5475,0,Either Javier is sincere or Tonda is sweet. Javier is not sincere.,Tonda is sweet,1
5476,0,Either Javier is sincere or Tonda is sweet. Javier is not sincere.,Tonda is not sweet,0
5477,1,Paris is mild or Dane is shrewd. Paris is mild.,Paris is mild,1
5478,1,Paris is mild or Dane is shrewd. Paris is mild.,Paris is not mild,0
5479,1,Paris is mild or Dane is shrewd. Paris is mild.,Dane is shrewd,1
5480,1,Paris is mild or Dane is shrewd. Paris is mild.,Dane is not shrewd,1
5481,2,Neither Miles is not childlike nor Antwon is resigned. Miles is childlike.,Miles is childlike,1
5482,2,Neither Miles is not childlike nor Antwon is resigned. Miles is childlike.,Miles is not childlike,0
5483,2,Neither Miles is not childlike nor Antwon is resigned. Miles is childlike.,Antwon is resigned,0
5484,2,Neither Miles is not childlike nor Antwon is resigned. Miles is childlike.,Antwon is not resigned,0
5485,1,Gerry is kind or Laurie is not flaky. Gerry is not kind.,Gerry is kind,0
5486,1,Gerry is kind or Laurie is not flaky. Gerry is not kind.,Gerry is not kind,1
5487,1,Gerry is kind or Laurie is not flaky. Gerry is not kind.,Laurie is flaky,0
5488,1,Gerry is kind or Laurie is not flaky. Gerry is not kind.,Laurie is not flaky,1
5489,0,Either Lupe is not shrewd or Cecil is punctual. Lupe is not shrewd.,Lupe is shrewd,0
5490,0,Either Lupe is not shrewd or Cecil is punctual. Lupe is not shrewd.,Lupe is not shrewd,1
5491,0,Either Lupe is not shrewd or Cecil is punctual. Lupe is not shrewd.,Cecil is punctual,0
5492,0,Either Lupe is not shrewd or Cecil is punctual. Lupe is not shrewd.,Cecil is not punctual,1
5493,0,Either Theron is unhelpful or Muriel is prudent. Muriel is prudent.,Theron is unhelpful,0
5494,0,Either Theron is unhelpful or Muriel is prudent. Muriel is prudent.,Theron is not unhelpful,1
5495,0,Either Theron is unhelpful or Muriel is prudent. Muriel is prudent.,Muriel is prudent,1
5496,0,Either Theron is unhelpful or Muriel is prudent. Muriel is prudent.,Muriel is not prudent,0
5497,0,Either Carlene is not crass or Francisco is not surly. Francisco is surly.,Carlene is crass,0
5498,0,Either Carlene is not crass or Francisco is not surly. Francisco is surly.,Carlene is not crass,1
5499,0,Either Carlene is not crass or Francisco is not surly. Francisco is surly.,Francisco is surly,1
5500,0,Either Carlene is not crass or Francisco is not surly. Francisco is surly.,Francisco is not surly,0
5501,1,Ulysses is eager or Angelo is sincere. Angelo is not sincere.,Ulysses is eager,1
5502,1,Ulysses is eager or Angelo is sincere. Angelo is not sincere.,Ulysses is not eager,0
5503,1,Ulysses is eager or Angelo is sincere. Angelo is not sincere.,Angelo is sincere,0
5504,1,Ulysses is eager or Angelo is sincere. Angelo is not sincere.,Angelo is not sincere,1
5505,0,Either Howard is not flabby or Allen is venal. Howard is flabby.,Howard is flabby,1
5506,0,Either Howard is not flabby or Allen is venal. Howard is flabby.,Howard is not flabby,0
5507,0,Either Howard is not flabby or Allen is venal. Howard is flabby.,Allen is venal,1
5508,0,Either Howard is not flabby or Allen is venal. Howard is flabby.,Allen is not venal,0
5509,0,Either Kennith is not prejudiced or Jimmy is bright. Kennith is not prejudiced.,Kennith is prejudiced,0
5510,0,Either Kennith is not prejudiced or Jimmy is bright. Kennith is not prejudiced.,Kennith is not prejudiced,1
5511,0,Either Kennith is not prejudiced or Jimmy is bright. Kennith is not prejudiced.,Jimmy is bright,0
5512,0,Either Kennith is not prejudiced or Jimmy is bright. Kennith is not prejudiced.,Jimmy is not bright,1
5513,0,Either Shirley is petulant or Audra is joyous. Audra is not joyous.,Shirley is petulant,1
5514,0,Either Shirley is petulant or Audra is joyous. Audra is not joyous.,Shirley is not petulant,0
5515,0,Either Shirley is petulant or Audra is joyous. Audra is not joyous.,Audra is joyous,0
5516,0,Either Shirley is petulant or Audra is joyous. Audra is not joyous.,Audra is not joyous,1
5517,2,Neither Gary is not apathetic nor Kermit is not tolerant. Gary is apathetic.,Gary is apathetic,1
5518,2,Neither Gary is not apathetic nor Kermit is not tolerant. Gary is apathetic.,Gary is not apathetic,0
5519,2,Neither Gary is not apathetic nor Kermit is not tolerant. Gary is apathetic.,Kermit is tolerant,1
5520,2,Neither Gary is not apathetic nor Kermit is not tolerant. Gary is apathetic.,Kermit is not tolerant,0
5521,1,Leontine is petulant or Davin is agreeable. Davin is agreeable.,Leontine is petulant,1
5522,1,Leontine is petulant or Davin is agreeable. Davin is agreeable.,Leontine is not petulant,1
5523,1,Leontine is petulant or Davin is agreeable. Davin is agreeable.,Davin is agreeable,1
5524,1,Leontine is petulant or Davin is agreeable. Davin is agreeable.,Davin is not agreeable,0
5525,2,Neither Elizabeth is sensitive nor Tressie is not dirty. Elizabeth is not sensitive.,Elizabeth is sensitive,0
5526,2,Neither Elizabeth is sensitive nor Tressie is not dirty. Elizabeth is not sensitive.,Elizabeth is not sensitive,1
5527,2,Neither Elizabeth is sensitive nor Tressie is not dirty. Elizabeth is not sensitive.,Tressie is dirty,1
5528,2,Neither Elizabeth is sensitive nor Tressie is not dirty. Elizabeth is not sensitive.,Tressie is not dirty,0
5529,0,Either Marlon is kind or Inez is selfish. Inez is not selfish.,Marlon is kind,1
5530,0,Either Marlon is kind or Inez is selfish. Inez is not selfish.,Marlon is not kind,0
5531,0,Either Marlon is kind or Inez is selfish. Inez is not selfish.,Inez is selfish,0
5532,0,Either Marlon is kind or Inez is selfish. Inez is not selfish.,Inez is not selfish,1
5533,2,Neither Camryn is drowsy nor Roosevelt is cruel. Roosevelt is not cruel.,Camryn is drowsy,0
5534,2,Neither Camryn is drowsy nor Roosevelt is cruel. Roosevelt is not cruel.,Camryn is not drowsy,1
5535,2,Neither Camryn is drowsy nor Roosevelt is cruel. Roosevelt is not cruel.,Roosevelt is cruel,0
5536,2,Neither Camryn is drowsy nor Roosevelt is cruel. Roosevelt is not cruel.,Roosevelt is not cruel,1
5537,0,Either Thaddeus is not groggy or Odell is not thinking. Thaddeus is groggy.,Thaddeus is groggy,1
5538,0,Either Thaddeus is not groggy or Odell is not thinking. Thaddeus is groggy.,Thaddeus is not groggy,0
5539,0,Either Thaddeus is not groggy or Odell is not thinking. Thaddeus is groggy.,Odell is thinking,0
5540,0,Either Thaddeus is not groggy or Odell is not thinking. Thaddeus is groggy.,Odell is not thinking,1
5541,1,Marilynn is not idiotic or Sydney is not charming. Marilynn is not idiotic.,Marilynn is idiotic,0
5542,1,Marilynn is not idiotic or Sydney is not charming. Marilynn is not idiotic.,Marilynn is not idiotic,1
5543,1,Marilynn is not idiotic or Sydney is not charming. Marilynn is not idiotic.,Sydney is charming,1
5544,1,Marilynn is not idiotic or Sydney is not charming. Marilynn is not idiotic.,Sydney is not charming,1
5545,2,Neither Jeanette is not unwilling nor Louie is not inactive. Louie is inactive.,Jeanette is unwilling,1
5546,2,Neither Jeanette is not unwilling nor Louie is not inactive. Louie is inactive.,Jeanette is not unwilling,0
5547,2,Neither Jeanette is not unwilling nor Louie is not inactive. Louie is inactive.,Louie is inactive,1
5548,2,Neither Jeanette is not unwilling nor Louie is not inactive. Louie is inactive.,Louie is not inactive,0
5549,0,Either Zelma is jovial or Bonnie is not polite. Bonnie is not polite.,Zelma is jovial,0
5550,0,Either Zelma is jovial or Bonnie is not polite. Bonnie is not polite.,Zelma is not jovial,1
5551,0,Either Zelma is jovial or Bonnie is not polite. Bonnie is not polite.,Bonnie is polite,0
5552,0,Either Zelma is jovial or Bonnie is not polite. Bonnie is not polite.,Bonnie is not polite,1
5553,1,Stuart is not silly or Gladys is artificial. Stuart is silly.,Stuart is silly,1
5554,1,Stuart is not silly or Gladys is artificial. Stuart is silly.,Stuart is not silly,0
5555,1,Stuart is not silly or Gladys is artificial. Stuart is silly.,Gladys is artificial,1
5556,1,Stuart is not silly or Gladys is artificial. Stuart is silly.,Gladys is not artificial,0
5557,0,Either Owen is delightful or Jay is capable. Owen is delightful.,Owen is delightful,1
5558,0,Either Owen is delightful or Jay is capable. Owen is delightful.,Owen is not delightful,0
5559,0,Either Owen is delightful or Jay is capable. Owen is delightful.,Jay is capable,0
5560,0,Either Owen is delightful or Jay is capable. Owen is delightful.,Jay is not capable,1
5561,0,Either Frank is not impatient or Regina is cool. Frank is impatient.,Frank is impatient,1
5562,0,Either Frank is not impatient or Regina is cool. Frank is impatient.,Frank is not impatient,0
5563,0,Either Frank is not impatient or Regina is cool. Frank is impatient.,Regina is cool,1
5564,0,Either Frank is not impatient or Regina is cool. Frank is impatient.,Regina is not cool,0
5565,1,Holly is not critical or Albert is not slovenly. Albert is not slovenly.,Holly is critical,1
5566,1,Holly is not critical or Albert is not slovenly. Albert is not slovenly.,Holly is not critical,1
5567,1,Holly is not critical or Albert is not slovenly. Albert is not slovenly.,Albert is slovenly,0
5568,1,Holly is not critical or Albert is not slovenly. Albert is not slovenly.,Albert is not slovenly,1
5569,1,Erik is impressive or Zane is natural. Erik is impressive.,Erik is impressive,1
5570,1,Erik is impressive or Zane is natural. Erik is impressive.,Erik is not impressive,0
5571,1,Erik is impressive or Zane is natural. Erik is impressive.,Zane is natural,1
5572,1,Erik is impressive or Zane is natural. Erik is impressive.,Zane is not natural,1
5573,2,Neither Lon is sweet nor Lauren is not weak. Lon is not sweet.,Lon is sweet,0
5574,2,Neither Lon is sweet nor Lauren is not weak. Lon is not sweet.,Lon is not sweet,1
5575,2,Neither Lon is sweet nor Lauren is not weak. Lon is not sweet.,Lauren is weak,1
5576,2,Neither Lon is sweet nor Lauren is not weak. Lon is not sweet.,Lauren is not weak,0
5577,1,Ted is morose or Guss is not mild. Guss is mild.,Ted is morose,1
5578,1,Ted is morose or Guss is not mild. Guss is mild.,Ted is not morose,0
5579,1,Ted is morose or Guss is not mild. Guss is mild.,Guss is mild,1
5580,1,Ted is morose or Guss is not mild. Guss is mild.,Guss is not mild,0
5581,1,Don is soulless or Barbara is not easy-going. Don is not soulless.,Don is soulless,0
5582,1,Don is soulless or Barbara is not easy-going. Don is not soulless.,Don is not soulless,1
5583,1,Don is soulless or Barbara is not easy-going. Don is not soulless.,Barbara is easy-going,0
5584,1,Don is soulless or Barbara is not easy-going. Don is not soulless.,Barbara is not easy-going,1
5585,1,Hollie is not logical or Gideon is not drugged. Hollie is not logical.,Hollie is logical,0
5586,1,Hollie is not logical or Gideon is not drugged. Hollie is not logical.,Hollie is not logical,1
5587,1,Hollie is not logical or Gideon is not drugged. Hollie is not logical.,Gideon is drugged,1
5588,1,Hollie is not logical or Gideon is not drugged. Hollie is not logical.,Gideon is not drugged,1
5589,0,Either Marlin is not brave or Gilberto is jocular. Gilberto is jocular.,Marlin is brave,1
5590,0,Either Marlin is not brave or Gilberto is jocular. Gilberto is jocular.,Marlin is not brave,0
5591,0,Either Marlin is not brave or Gilberto is jocular. Gilberto is jocular.,Gilberto is jocular,1
5592,0,Either Marlin is not brave or Gilberto is jocular. Gilberto is jocular.,Gilberto is not jocular,0
5593,1,Donte is naughty or Clare is clean. Donte is not naughty.,Donte is naughty,0
5594,1,Donte is naughty or Clare is clean. Donte is not naughty.,Donte is not naughty,1
5595,1,Donte is naughty or Clare is clean. Donte is not naughty.,Clare is clean,1
5596,1,Donte is naughty or Clare is clean. Donte is not naughty.,Clare is not clean,0
5597,0,Either Mike is sour or Brent is methodical. Brent is methodical.,Mike is sour,0
5598,0,Either Mike is sour or Brent is methodical. Brent is methodical.,Mike is not sour,1
5599,0,Either Mike is sour or Brent is methodical. Brent is methodical.,Brent is methodical,1
5600,0,Either Mike is sour or Brent is methodical. Brent is methodical.,Brent is not methodical,0
